,spy,oneq,iwm,dia
2009-02-11,252.63,85.46,126.8,124.83
2009-02-12,252.81,85.96,127.88,124.76
2009-02-13,250.09,86.3,126.55,123.27
2009-02-16,250.09,86.3,126.55,123.27
2009-02-17,239.39,82.56,121.53,118.87
2009-02-18,238.82,82.34,119.8,118.89
2009-02-19,236.25,81.48,118.13,117.74
2009-02-20,233.95,80.91,116.55,116.28
2009-02-23,225.58,78.07,112.07,112.21
2009-02-24,234.13,80.71,116.21,115.72
2009-02-25,232.3,80.86,113.8,114.6
2009-02-26,228.51,78.2,111.67,113.29
2009-02-27,223.41,77.09,110.91,111.59
2009-03-02,213.34,74.28,104.65,106.97
2009-03-03,211.74,73.94,102.66,105.99
2009-03-04,216.76,76.27,104.79,108.45
2009-03-05,207.9,72.81,99.21,104.19
2009-03-06,208.27,72.28,99.72,104.87
2009-03-09,205.82,70.92,97.42,103.2
2009-03-10,218.09,75.6,103.77,109.04
2009-03-11,219.51,76.8,103.91,109.57
2009-03-12,228.15,79.87,110.37,113.18
2009-03-13,229.93,80.05,111.53,114.05
2009-03-16,229.24,78.6,109.52,114.04
2009-03-17,236.25,81.3,114.59,116.83
2009-03-18,241.54,83.1,118.56,118.23
2009-03-19,238.55,83.22,117.31,116.87
2009-03-20,233.5,81.71,113.26,114.99
2009-03-23,250.28,86.92,122.89,122.93
2009-03-24,245.34,85.24,118.13,121.25
2009-03-25,247.93,85.83,121.46,122.38
2009-03-26,252.98,88.8,126.15,125.05
2009-03-27,248.42,87.12,121.91,123.01
2009-03-30,239.83,84.33,118.42,118.96
2009-03-31,242.06,85.98,119.53,119.89
2009-04-01,246.74,87.09,121.6,122.57
2009-04-02,253.96,89.47,127.68,126.01
2009-04-03,256.48,90.63,129.7,126.72
2009-04-06,254.48,90.21,127.49,126.09
2009-04-07,248.54,87.6,122.97,123.13
2009-04-08,251.22,89.63,125.24,123.89
2009-04-09,261.2,92.42,132.57,127.88
2009-04-10,261.2,92.42,132.57,127.88
2009-04-13,261.26,93.02,132.63,127.34
2009-04-14,256.76,91.44,128.79,125.32
2009-04-15,259.5,91.58,130.75,126.94
2009-04-16,263.3,93.86,134.53,128.46
2009-04-17,265.07,94.12,135.73,128.75
2009-04-20,253.96,90.6,128.76,124.33
2009-04-21,258.92,92.27,133.23,126.03
2009-04-22,257.34,92.39,133.2,124.79
2009-04-23,259.86,92.69,132.89,126.12
2009-04-24,263.79,94.86,135.36,127.83
2009-04-27,261.29,94.41,133.91,127.09
2009-04-28,260.47,94.05,134.11,126.87
2009-04-29,266.01,95.77,139.2,129.48
2009-04-30,266.1,96.64,137.92,129.32
2009-05-01,267.53,96.11,138.77,130.1
2009-05-04,276.64,98.77,143.83,133.39
2009-05-05,275.69,98.42,143.12,133.27
2009-05-06,280.47,98.47,143.52,134.92
2009-05-07,276.58,96.47,140.13,133.28
2009-05-08,283.03,97.71,144.99,135.74
2009-05-11,277.73,97.37,142.86,133.69
2009-05-12,276.91,96.5,140.84,134.15
2009-05-13,269.94,93.48,134.39,131.63
2009-05-14,272.25,94.7,136.27,132.05
2009-05-15,270.03,94.52,135.76,131.47
2009-05-18,277.7,97.14,140.3,135.19
2009-05-19,277.37,97.17,140.36,134.58
2009-05-20,275.51,96.84,139.05,133.71
2009-05-21,271.55,95.07,137.26,131.98
2009-05-22,270.97,95.07,135.84,131.61
2009-05-25,270.97,95.07,135.84,131.61
2009-05-26,277.91,98.35,142.32,134.76
2009-05-27,272.95,97.21,139.57,132.07
2009-05-28,276.76,98.31,139.74,133.44
2009-05-29,281.66,99.21,142.61,135.62
2009-06-01,288.48,102.8,148.18,138.73
2009-06-02,288.72,103.17,150.03,138.97
2009-06-03,285.07,102.59,149.03,138.09
2009-06-04,287.75,103.91,151.16,138.98
2009-06-05,287.81,104.02,151.22,139.62
2009-06-08,286.62,103.79,149.43,139.35
2009-06-09,288.08,104.48,150.11,139.35
2009-06-10,287.35,104.08,149.51,139.2
2009-06-11,288.63,105.02,149.57,139.54
2009-06-12,289.42,104.58,150.03,140.25
2009-06-15,282.78,102.11,145.99,137.36
2009-06-16,278.95,100.85,143.55,135.41
2009-06-17,278.68,101.9,144.31,135.36
2009-06-18,280.71,101.76,144.97,135.98
2009-06-19,281.74,102.71,145.85,135.94
2009-06-22,273.3,99.59,140.67,132.77
2009-06-23,273.51,99.13,139.54,132.54
2009-06-24,275.86,100.83,141.04,132.3
2009-06-25,281.87,102.59,145.12,135.0
2009-06-26,281.13,103.37,145.62,134.28
2009-06-29,283.76,103.77,145.62,135.84
2009-06-30,281.47,103.24,145.19,134.9
2009-07-01,282.63,103.71,147.44,135.49
2009-07-02,274.92,101.1,142.38,132.24
2009-07-03,274.92,101.1,142.38,132.24
2009-07-06,274.89,100.2,141.13,132.65
2009-07-07,269.56,98.12,138.07,129.95
2009-07-08,269.38,98.25,137.13,130.55
2009-07-09,269.9,98.26,136.56,130.3
2009-07-10,269.26,98.59,137.22,129.77
2009-07-13,275.81,100.47,140.53,132.75
2009-07-14,277.37,100.91,141.35,133.31
2009-07-15,285.48,104.54,146.8,137.36
2009-07-16,288.2,105.91,148.63,139.0
2009-07-17,288.14,106.11,148.06,139.56
2009-07-20,291.21,107.42,149.88,140.95
2009-07-21,292.55,107.4,149.63,142.29
2009-07-22,292.49,108.32,150.8,141.83
2009-07-23,298.95,110.97,155.56,144.62
2009-07-24,300.17,110.35,156.36,145.16
2009-07-27,301.06,110.65,157.16,145.44
2009-07-28,299.65,110.85,157.24,145.2
2009-07-29,298.92,110.68,156.45,144.7
2009-07-30,302.04,111.33,159.18,145.88
2009-07-31,302.47,111.65,158.53,146.28
2009-08-03,307.46,112.69,161.3,148.18
2009-08-04,308.25,113.12,162.92,148.71
2009-08-05,307.37,112.25,161.3,148.13
2009-08-06,305.77,111.15,159.04,147.81
2009-08-07,309.79,112.56,162.86,149.67
2009-08-10,309.14,112.42,163.15,149.2
2009-08-11,305.28,111.04,160.53,147.73
2009-08-12,308.56,112.79,162.95,149.63
2009-08-13,310.92,112.98,164.29,150.3
2009-08-14,308.53,111.65,160.92,149.06
2009-08-17,300.94,108.68,156.39,146.19
2009-08-18,303.33,110.04,158.47,147.29
2009-08-19,305.99,110.76,160.41,148.61
2009-08-20,309.14,112.21,162.15,149.66
2009-08-21,315.2,113.67,165.89,152.17
2009-08-24,315.17,113.75,165.83,152.33
2009-08-25,315.78,114.08,166.54,152.89
2009-08-26,315.81,114.01,166.92,152.86
2009-08-27,316.52,113.98,166.66,153.43
2009-08-28,316.46,114.09,165.6,153.05
2009-08-31,313.64,113.08,163.18,152.2
2009-09-01,306.72,110.68,159.53,149.25
2009-09-02,305.56,111.03,158.73,148.65
2009-09-03,308.1,111.61,160.5,149.64
2009-09-04,312.42,113.68,162.75,151.24
2009-09-07,312.42,113.68,162.75,151.24
2009-09-08,315.11,114.5,164.55,152.22
2009-09-09,317.53,116.03,167.37,152.97
2009-09-10,320.77,117.07,169.45,154.26
2009-09-11,320.71,117.76,169.51,154.07
2009-09-14,322.27,117.63,171.31,154.23
2009-09-15,323.62,118.61,172.71,155.16
2009-09-16,328.52,120.24,176.27,157.05
2009-09-17,328.03,120.17,175.9,157.02
2009-09-18,328.24,121.04,176.61,157.38
2009-09-21,327.41,120.41,176.13,156.79
2009-09-22,329.31,121.13,177.34,157.54
2009-09-23,326.58,120.54,175.66,156.53
2009-09-24,322.98,118.75,172.14,155.58
2009-09-25,321.26,117.73,171.08,155.18
2009-09-28,327.01,119.85,175.17,156.95
2009-09-29,326.02,119.64,174.4,156.31
2009-09-30,324.76,119.6,172.25,155.74
2009-10-01,316.8,115.87,167.11,152.58
2009-10-02,315.23,115.44,165.85,152.17
2009-10-05,319.93,116.58,168.82,153.95
2009-10-06,324.52,118.24,171.97,156.07
2009-10-07,325.41,118.65,172.02,156.05
2009-10-08,327.9,120.17,173.6,157.06
2009-10-09,329.9,120.33,175.63,158.31
2009-10-12,331.19,120.24,175.66,158.71
2009-10-13,330.51,120.37,174.91,158.54
2009-10-14,336.2,122.35,178.26,160.78
2009-10-15,337.43,122.12,178.14,161.46
2009-10-16,334.91,121.47,176.37,160.55
2009-10-19,337.68,122.36,177.83,161.94
2009-10-20,335.9,121.8,175.37,161.19
2009-10-21,332.88,121.02,173.0,159.64
2009-10-22,336.27,121.67,175.4,161.75
2009-10-23,332.42,121.61,171.73,160.29
2009-10-26,328.82,120.63,170.19,158.65
2009-10-27,327.31,119.3,168.11,158.67
2009-10-28,321.13,116.07,162.5,156.84
2009-10-29,328.02,118.11,165.59,159.82
2009-10-30,318.52,115.3,161.07,155.84
2009-11-02,320.86,115.24,160.76,157.11
2009-11-03,321.87,115.61,163.19,157.03
2009-11-04,322.7,115.7,160.84,157.63
2009-11-05,328.64,118.37,165.96,160.82
2009-11-06,329.5,118.87,166.08,161.16
2009-11-09,337.0,121.43,169.34,164.45
2009-11-10,337.06,121.07,168.28,164.88
2009-11-11,338.79,122.02,169.45,165.59
2009-11-12,335.34,121.23,166.33,164.05
2009-11-13,337.16,122.07,167.94,165.24
2009-11-16,342.05,123.6,172.37,167.4
2009-11-17,342.44,124.13,172.37,167.93
2009-11-18,342.23,123.55,172.02,167.87
2009-11-19,337.77,121.61,167.74,166.42
2009-11-20,336.57,120.83,167.54,166.32
2009-11-23,340.85,122.41,170.45,168.27
2009-11-24,341.37,122.24,169.68,168.11
2009-11-25,342.57,122.56,169.65,168.55
2009-11-26,342.57,122.56,169.65,168.55
2009-11-27,337.0,120.63,164.65,166.21
2009-11-30,338.14,120.84,166.11,166.86
2009-12-01,342.32,122.53,168.68,168.71
2009-12-02,342.17,122.92,170.68,168.47
2009-12-03,339.49,122.94,168.59,167.03
2009-12-04,341.43,123.67,172.77,167.51
2009-12-07,340.91,123.31,173.03,167.61
2009-12-08,337.13,122.41,171.68,165.83
2009-12-09,338.39,123.01,171.14,166.65
2009-12-10,340.29,123.63,170.45,167.82
2009-12-11,341.74,123.47,172.05,169.01
2009-12-14,344.08,124.8,174.66,169.47
2009-12-15,342.48,123.97,174.17,168.72
2009-12-16,343.0,124.44,175.28,168.61
2009-12-17,338.88,123.18,173.34,166.53
2009-12-18,340.79,124.66,174.94,166.79
2009-12-21,344.25,126.19,177.26,167.99
2009-12-22,345.49,127.11,178.92,168.91
2009-12-23,346.17,127.92,181.21,168.91
2009-12-24,347.81,128.88,181.9,169.8
2009-12-25,347.81,128.88,181.9,169.8
2009-12-28,348.55,129.05,181.61,170.27
2009-12-29,348.06,129.22,181.53,170.27
2009-12-30,347.93,128.93,181.41,170.16
2009-12-31,344.59,128.36,179.26,168.3
2010-01-01,344.59,128.36,179.26,168.3
2010-01-04,350.43,130.27,183.68,170.87
2010-01-05,351.36,130.39,183.05,170.59
2010-01-06,351.61,129.74,182.88,170.71
2010-01-07,353.09,129.78,184.23,171.32
2010-01-08,354.27,130.78,185.23,171.6
2010-01-11,354.76,130.23,184.49,172.29
2010-01-12,351.45,128.63,182.48,171.64
2010-01-13,354.42,130.23,184.83,172.63
2010-01-14,355.38,130.9,185.52,173.08
2010-01-15,351.39,129.21,182.82,171.43
2010-01-18,351.39,129.21,182.82,171.43
2010-01-19,355.78,130.86,186.18,173.31
2010-01-20,352.17,129.09,183.48,171.45
2010-01-21,345.39,128.05,180.46,167.71
2010-01-22,337.69,124.43,177.22,164.35
2010-01-25,339.43,124.84,177.42,164.8
2010-01-26,338.0,124.38,175.67,164.75
2010-01-27,339.61,125.07,177.54,165.43
2010-01-28,335.72,122.84,174.49,163.66
2010-01-29,332.07,121.38,172.57,162.6
2010-02-01,337.23,122.44,174.61,164.69
2010-02-02,341.31,123.58,176.53,166.37
2010-02-03,339.61,123.61,175.36,165.97
2010-02-04,329.13,119.94,169.5,161.78
2010-02-05,329.81,121.02,170.16,161.97
2010-02-08,327.43,120.19,168.47,160.45
2010-02-09,331.54,121.19,170.79,162.77
2010-02-10,330.89,121.08,171.19,162.56
2010-02-11,334.36,123.01,173.91,164.27
2010-02-12,334.08,123.07,175.18,163.77
2010-02-15,334.08,123.07,175.18,163.77
2010-02-16,339.33,125.07,178.14,166.26
2010-02-17,340.94,125.6,179.35,167.18
2010-02-18,342.95,126.44,180.81,168.46
2010-02-19,343.66,126.69,181.04,168.6
2010-02-22,343.72,126.55,181.59,168.35
2010-02-23,339.55,125.06,179.46,166.78
2010-02-24,342.67,126.15,180.98,168.13
2010-02-25,342.21,125.33,181.04,167.48
2010-02-26,342.43,126.42,180.29,167.48
2010-03-01,345.98,128.24,184.49,168.64
2010-03-02,346.94,128.7,185.89,168.63
2010-03-03,347.25,128.97,186.95,168.76
2010-03-04,348.3,129.58,187.44,169.42
2010-03-05,353.28,131.43,191.26,171.47
2010-03-08,353.34,131.93,191.61,171.19
2010-03-09,353.93,132.23,192.29,171.38
2010-03-10,355.51,133.39,193.93,171.48
2010-03-11,356.99,133.81,194.5,172.31
2010-03-12,357.02,133.92,194.42,172.54
2010-03-15,357.11,133.57,193.76,172.78
2010-03-16,359.96,134.37,195.42,173.59
2010-03-17,362.09,135.22,196.57,174.32
2010-03-18,361.9,135.3,195.97,175.02
2010-03-19,360.08,134.0,193.52,174.36
2010-03-22,362.02,135.37,196.26,175.09
2010-03-23,364.55,136.62,198.75,176.85
2010-03-24,362.78,135.7,196.49,176.08
2010-03-25,362.19,135.67,195.25,176.15
2010-03-26,361.98,135.32,195.17,176.13
2010-03-29,364.27,135.98,196.23,176.93
2010-03-30,364.52,136.2,196.84,177.27
2010-03-31,363.28,135.55,195.15,176.42
2010-04-01,365.77,135.47,196.95,177.51
2010-04-02,365.77,135.47,196.95,177.51
2010-04-05,368.75,137.15,200.64,178.24
2010-04-06,369.62,137.88,201.82,178.23
2010-04-07,367.5,137.31,201.18,177.14
2010-04-08,368.78,137.91,200.98,177.66
2010-04-09,371.2,138.86,202.19,178.78
2010-04-12,371.79,139.03,203.02,178.98
2010-04-13,372.07,139.61,203.48,179.09
2010-04-14,376.29,141.55,207.83,180.78
2010-04-15,376.6,142.24,208.46,181.22
2010-04-16,370.61,140.55,205.67,179.12
2010-04-19,372.01,139.82,204.66,180.2
2010-04-20,375.33,141.29,207.46,180.62
2010-04-21,374.65,141.65,208.9,180.72
2010-04-22,375.76,142.47,211.11,181.03
2010-04-23,378.22,142.82,213.36,182.02
2010-04-26,376.79,142.66,212.55,182.21
2010-04-27,367.88,139.77,207.69,178.62
2010-04-28,370.67,139.78,208.03,179.73
2010-04-29,375.26,141.96,212.44,181.58
2010-04-30,368.91,139.27,206.22,178.99
2010-05-03,373.68,141.34,210.85,181.33
2010-05-04,364.9,137.09,204.23,177.79
2010-05-05,362.72,135.69,201.24,176.88
2010-05-06,350.68,131.57,193.7,171.13
2010-05-07,345.46,127.86,188.12,168.72
2010-05-10,360.67,134.11,198.68,175.58
2010-05-11,359.65,134.53,200.0,175.04
2010-05-12,364.68,137.21,206.13,177.63
2010-05-13,360.15,135.84,204.15,175.74
2010-05-14,353.63,132.75,200.2,173.16
2010-05-17,353.81,133.17,200.58,173.17
2010-05-18,349.0,131.14,196.72,171.34
2010-05-19,347.01,130.22,194.39,170.33
2010-05-20,333.91,124.89,184.55,164.38
2010-05-21,338.8,125.94,187.28,166.18
2010-05-24,334.44,125.42,184.78,164.29
2010-05-25,334.77,124.83,184.75,163.93
2010-05-26,332.76,124.17,185.19,162.66
2010-05-27,343.91,128.81,193.15,167.62
2010-05-28,339.59,127.66,190.68,165.58
2010-05-31,339.59,127.66,190.68,165.58
2010-06-01,333.88,125.75,184.89,163.7
2010-06-02,342.57,128.52,190.16,167.44
2010-06-03,343.75,130.46,192.61,167.57
2010-06-04,331.67,125.52,182.92,162.27
2010-06-07,327.54,122.88,178.21,160.36
2010-06-08,331.05,122.87,178.13,162.27
2010-06-09,329.28,121.89,178.24,161.8
2010-06-10,338.91,125.23,184.4,166.25
2010-06-11,340.55,126.91,186.91,166.95
2010-06-14,340.02,126.97,188.09,166.67
2010-06-15,347.76,130.54,192.81,169.99
2010-06-16,347.63,130.5,191.91,170.18
2010-06-17,348.19,130.58,192.15,170.62
2010-06-18,348.56,130.7,192.26,170.82
2010-06-21,347.57,129.61,190.27,170.75
2010-06-22,341.83,127.95,186.36,168.27
2010-06-23,340.77,127.68,185.84,168.37
2010-06-24,335.12,125.44,182.88,166.03
2010-06-25,336.52,126.15,186.01,166.29
2010-06-28,335.46,125.71,184.95,165.83
2010-06-29,325.11,120.54,177.96,161.4
2010-06-30,322.02,119.31,175.9,159.77
2010-07-01,320.58,118.92,174.65,159.13
2010-07-02,318.84,118.23,172.74,158.36
2010-07-05,318.84,118.23,172.74,158.36
2010-07-06,320.93,118.1,170.49,159.31
2010-07-07,331.03,122.15,176.44,163.95
2010-07-08,334.31,123.11,178.98,165.95
2010-07-09,336.81,124.1,181.75,166.93
2010-07-12,337.02,124.41,179.7,167.16
2010-07-13,342.11,127.02,185.39,169.58
2010-07-14,342.08,127.26,184.73,169.61
2010-07-15,342.17,127.41,183.02,169.53
2010-07-16,332.75,123.36,176.35,165.28
2010-07-19,334.72,124.29,177.1,166.28
2010-07-20,338.43,125.58,180.08,167.44
2010-07-21,334.03,123.92,176.85,165.64
2010-07-22,341.49,126.95,183.14,168.95
2010-07-23,344.45,128.26,187.65,170.62
2010-07-26,348.04,129.78,191.92,172.24
2010-07-27,348.01,129.65,191.23,172.53
2010-07-28,345.76,128.26,188.14,171.96
2010-07-29,344.08,128.36,187.65,171.27
2010-07-30,344.01,127.74,187.76,171.32
2010-08-02,351.78,129.89,191.03,174.64
2010-08-03,350.1,129.1,189.49,174.08
2010-08-04,352.44,130.43,191.49,175.02
2010-08-05,352.06,129.75,189.23,174.89
2010-08-06,350.63,129.61,188.11,174.58
2010-08-09,352.5,130.71,190.19,175.28
2010-08-10,350.58,129.03,186.61,174.53
2010-08-11,340.99,125.14,179.27,170.39
2010-08-12,338.9,124.16,178.38,169.27
2010-08-13,337.9,123.06,176.35,169.11
2010-08-16,337.74,123.42,177.77,169.0
2010-08-17,341.89,125.04,180.83,170.71
2010-08-18,342.52,125.54,181.38,171.11
2010-08-19,336.56,123.36,176.41,168.64
2010-08-20,335.46,123.43,176.59,167.76
2010-08-23,334.2,122.24,174.19,167.13
2010-08-24,329.23,120.24,172.2,164.9
2010-08-25,330.5,121.66,174.79,165.25
2010-08-26,328.29,120.13,173.5,164.13
2010-08-27,333.37,122.04,178.03,166.84
2010-08-30,328.54,120.17,174.13,164.52
2010-08-31,328.54,119.65,173.78,164.57
2010-09-01,338.37,123.16,180.51,168.84
2010-09-02,341.52,124.64,182.51,169.63
2010-09-03,345.95,126.43,185.77,171.76
2010-09-06,345.95,126.43,185.77,171.76
2010-09-07,342.05,125.1,182.25,170.09
2010-09-08,344.45,126.13,183.31,170.78
2010-09-09,346.04,127.02,183.43,171.22
2010-09-10,347.79,126.99,184.01,172.09
2010-09-13,351.66,129.65,188.48,173.56
2010-09-14,351.44,129.84,187.67,173.18
2010-09-15,352.78,130.37,188.74,174.0
2010-09-16,352.69,130.37,187.53,174.41
2010-09-17,352.82,131.11,188.31,174.53
2010-09-20,358.21,133.55,193.54,176.91
2010-09-21,357.49,133.34,192.41,177.08
2010-09-22,355.73,132.22,190.13,176.72
2010-09-23,352.84,131.76,187.83,175.51
2010-09-24,360.13,134.89,193.94,178.64
2010-09-27,358.4,134.24,193.45,178.02
2010-09-28,359.65,135.02,195.36,178.62
2010-09-29,359.03,134.74,195.91,178.21
2010-09-30,357.96,134.41,195.42,177.55
2010-10-01,359.47,134.63,196.46,178.23
2010-10-04,356.77,132.81,193.8,177.0
2010-10-05,363.95,136.18,199.3,180.01
2010-10-06,363.92,134.94,198.63,180.62
2010-10-07,363.48,135.3,198.05,180.34
2010-10-08,365.51,136.44,200.57,181.26
2010-10-11,365.86,136.29,200.75,181.42
2010-10-12,366.99,137.06,201.27,181.42
2010-10-13,369.85,138.52,204.34,182.74
2010-10-14,368.41,138.05,204.19,182.75
2010-10-15,369.16,139.72,203.5,182.27
2010-10-18,370.98,140.7,205.2,182.81
2010-10-19,366.12,138.24,201.21,180.88
2010-10-20,369.69,139.23,203.26,182.94
2010-10-21,370.51,139.42,202.28,183.68
2010-10-22,371.19,140.47,203.58,183.39
2010-10-25,372.29,141.25,204.8,183.96
2010-10-26,372.36,141.88,204.65,184.04
2010-10-27,371.29,142.11,204.13,183.3
2010-10-28,371.35,142.28,202.89,182.96
2010-10-29,371.64,142.32,203.53,183.3
2010-11-01,371.76,141.53,202.14,183.32
2010-11-02,374.73,143.62,206.33,184.24
2010-11-03,376.22,143.85,207.14,184.93
2010-11-04,383.46,146.13,212.38,188.44
2010-11-05,384.92,146.29,213.57,188.62
2010-11-08,384.18,146.26,213.4,188.1
2010-11-09,381.42,145.35,210.56,187.22
2010-11-10,382.96,146.1,212.91,187.29
2010-11-11,381.5,145.0,212.07,186.22
2010-11-12,376.99,142.93,208.53,184.7
2010-11-15,376.47,142.87,208.56,184.85
2010-11-16,370.6,140.28,204.51,181.97
2010-11-17,370.78,140.16,205.06,181.87
2010-11-18,376.24,143.06,209.06,184.69
2010-11-19,377.28,142.81,209.75,185.05
2010-11-22,376.97,143.5,210.77,184.74
2010-11-23,371.5,141.75,208.76,182.37
2010-11-24,377.0,144.29,213.46,184.79
2010-11-25,377.0,144.29,213.46,184.79
2010-11-26,374.15,144.16,212.41,183.22
2010-11-29,373.74,143.56,212.3,182.8
2010-11-30,371.64,141.88,210.62,182.01
2010-12-01,379.54,144.9,215.34,186.14
2010-12-02,384.4,146.49,217.51,187.91
2010-12-03,385.44,146.85,219.07,188.24
2010-12-06,385.03,147.46,220.43,187.91
2010-12-07,385.25,147.76,221.71,187.89
2010-12-08,386.66,148.1,221.56,188.16
2010-12-09,388.16,148.84,222.31,188.21
2010-12-10,390.42,150.05,225.08,188.82
2010-12-13,390.67,149.73,223.94,189.15
2010-12-14,391.02,149.54,223.82,190.01
2010-12-15,389.23,148.91,223.13,189.81
2010-12-16,391.49,149.84,225.18,190.39
2010-12-17,391.91,150.6,225.88,190.34
2010-12-20,392.85,150.75,226.77,190.01
2010-12-21,395.34,151.8,229.29,190.94
2010-12-22,396.57,151.92,229.23,191.38
2010-12-23,396.0,151.73,228.93,191.63
2010-12-24,396.0,151.73,228.93,191.63
2010-12-27,396.16,151.81,229.63,191.32
2010-12-28,396.73,151.51,228.99,191.73
2010-12-29,397.01,151.88,229.49,191.91
2010-12-30,396.38,151.97,229.05,191.58
2010-12-31,396.48,151.18,227.54,191.88
2011-01-03,400.58,153.29,231.49,193.17
2011-01-04,400.36,152.61,228.07,193.55
2011-01-05,402.44,153.85,230.74,194.22
2011-01-06,401.65,154.23,229.66,193.79
2011-01-07,400.86,153.87,228.35,193.44
2011-01-10,400.36,154.04,229.66,192.82
2011-01-11,401.77,154.57,230.59,193.4
2011-01-12,405.4,155.55,232.57,194.81
2011-01-13,404.73,155.41,232.48,194.48
2011-01-14,407.67,156.57,234.23,195.3
2011-01-17,407.67,156.57,234.23,195.3
2011-01-18,408.36,157.38,234.4,196.19
2011-01-19,404.36,154.88,228.38,196.07
2011-01-20,403.82,153.62,226.0,196.01
2011-01-21,404.74,152.79,224.48,196.81
2011-01-24,407.04,154.4,226.14,198.64
2011-01-25,407.26,153.83,226.49,198.52
2011-01-26,408.84,155.85,230.1,198.72
2011-01-27,409.85,156.8,230.77,198.77
2011-01-28,402.69,152.82,225.12,196.08
2011-01-31,405.72,153.45,226.7,197.05
2011-02-01,412.21,156.57,231.93,199.52
2011-02-02,411.41,156.29,231.06,199.54
2011-02-03,412.34,156.64,231.87,199.99
2011-02-04,413.5,157.49,232.28,200.52
2011-02-07,416.09,158.3,234.58,201.61
2011-02-08,417.98,158.93,236.23,202.93
2011-02-09,417.03,158.53,235.19,203.16
2011-02-10,417.2,158.66,236.12,202.98
2011-02-11,419.68,159.75,238.68,203.77
2011-02-14,420.69,160.23,239.9,203.71
2011-02-15,419.37,159.68,238.53,203.03
2011-02-16,422.02,160.81,240.45,204.16
2011-02-17,423.28,160.98,242.14,204.62
2011-02-18,424.16,161.43,242.4,205.85
2011-02-21,424.16,161.43,242.4,205.85
2011-02-22,415.65,156.78,236.18,203.0
2011-02-23,413.09,155.14,232.1,201.27
2011-02-24,412.81,155.74,233.58,200.55
2011-02-25,417.22,158.24,239.0,201.75
2011-02-28,419.81,157.91,239.25,203.44
2011-03-01,412.81,155.67,234.46,200.47
2011-03-02,413.69,156.19,235.45,200.6
2011-03-03,420.82,159.25,240.8,203.79
2011-03-04,417.67,158.1,239.75,202.31
2011-03-07,414.39,155.69,235.83,201.04
2011-03-08,418.01,157.33,239.67,203.17
2011-03-09,417.41,156.29,238.71,203.2
2011-03-10,409.68,153.63,232.57,199.41
2011-03-11,412.53,154.45,233.18,200.55
2011-03-14,410.04,152.95,231.93,199.61
2011-03-15,405.34,151.53,229.86,197.24
2011-03-16,397.82,148.78,227.57,193.46
2011-03-17,403.1,149.83,228.06,196.01
2011-03-18,404.56,150.31,231.09,197.35
2011-03-21,410.83,153.03,236.44,200.35
2011-03-22,409.4,152.63,235.19,200.1
2011-03-23,410.58,153.73,235.91,201.29
2011-03-24,414.5,155.84,237.54,202.67
2011-03-25,415.77,156.25,239.61,203.51
2011-03-28,414.76,155.92,239.08,203.17
2011-03-29,417.54,156.72,241.33,204.43
2011-03-30,420.42,158.23,244.45,205.59
2011-03-31,419.85,158.36,245.29,205.28
2011-04-01,421.63,158.22,246.37,206.01
2011-04-04,421.98,158.67,246.92,206.51
2011-04-05,421.91,159.03,248.26,206.33
2011-04-06,423.24,159.33,248.82,207.2
2011-04-07,422.17,159.11,247.33,206.76
2011-04-08,420.71,158.29,244.74,206.33
2011-04-11,419.44,157.82,242.55,206.31
2011-04-12,416.31,156.28,239.38,204.34
2011-04-13,416.28,157.26,239.7,204.49
2011-04-14,416.59,156.74,240.8,204.78
2011-04-15,418.11,157.63,243.37,205.75
2011-04-18,413.43,155.63,239.35,203.33
2011-04-19,415.8,155.96,239.4,204.41
2011-04-20,421.47,159.4,244.3,207.67
2011-04-21,423.62,160.33,246.11,208.42
2011-04-22,423.62,160.33,246.11,208.42
2011-04-25,423.18,160.87,245.79,208.02
2011-04-26,426.82,162.05,248.23,209.94
2011-04-27,429.61,163.31,249.72,211.59
2011-04-28,431.0,163.58,250.86,212.81
2011-04-29,432.01,163.5,251.76,213.85
2011-05-02,431.35,162.96,248.82,213.51
2011-05-03,429.8,161.56,245.67,213.48
2011-05-04,426.95,161.05,242.49,212.06
2011-05-05,423.08,160.07,241.39,209.84
2011-05-06,424.95,160.7,242.67,210.89
2011-05-09,426.6,161.85,245.5,211.63
2011-05-10,430.24,163.36,249.25,212.86
2011-05-11,425.71,161.87,244.65,210.96
2011-05-12,427.74,162.73,246.81,212.09
2011-05-13,424.45,161.02,243.37,210.37
2011-05-16,421.75,158.57,239.81,209.56
2011-05-17,421.69,158.48,239.05,208.45
2011-05-18,425.46,160.13,242.73,209.96
2011-05-19,426.47,160.55,243.25,210.74
2011-05-20,423.08,159.62,241.47,209.21
2011-05-23,418.18,157.25,237.13,206.98
2011-05-24,417.83,156.6,235.99,206.61
2011-05-25,419.22,157.27,238.97,207.2
2011-05-26,421.15,158.31,242.11,207.45
2011-05-27,422.77,159.19,243.78,208.17
2011-05-30,422.77,159.19,243.78,208.17
2011-05-31,427.17,161.53,247.24,210.3
2011-06-01,417.57,158.68,239.29,205.61
2011-06-02,417.13,157.9,239.2,204.94
2011-06-03,412.98,155.68,235.7,203.3
2011-06-06,408.63,153.97,231.83,202.31
2011-06-07,408.36,153.83,232.38,201.91
2011-06-08,406.65,152.43,229.79,201.59
2011-06-09,409.75,152.92,231.01,202.96
2011-06-10,404.05,150.65,227.31,200.03
